index,gamerTag,numCombosStarted,totalComboDamage,averageComboDamage,maxComboDamage,percentTimeClosestCenter,percentTimeInShield,rollCount,numRecoveries,totalRecoveryDamage,averageRecoveryDamage,maxRecoveryDamage,numSuccessfulRecoveries,recoverySuccessPercent,numEdgeguards,numFailedEdgeguards,edgeguardSuccessPercent,numPunishesStarted,numKillingPunishes,totalPunishDamage,averagePunishDamage,neutralWinPercent,openingsPerKill,won
34,Mang0,95.93480821729656,1015.5916013708932,12.83384015160505,98.29731258370727,50.163893728171644,5.737730338075552,15.970830556623358,21.95623740604587,320.4531736402857,2.984944870098501,72.77549416652363,8.12592992782361,67.62056477459336,14.778880922002047,1.7545494662536605,27.799256271302045,72.56466523014356,10.849927004390516,1273.5503509160158,21.531730105951482,46.561843509177955,6.24255747935654,0.0
35,Infinite Numbers,63.03759093676893,1166.2108772894264,14.51451267528628,87.65558102797254,46.447704209782444,0.7054076067711188,14.764600351213051,18.791693459628405,500.7694403266296,15.678652310897661,50.90900411132061,11.812925027830204,53.89384538693795,10.776246145212824,15.086346808099103,11.405838980613352,84.98470054996574,8.573002455771778,562.5666147445336,22.25133586308687,51.206977531511654,5.944842199196539,0.0
36,ChuDat,75.60396563257027,1573.5014869008164,14.185137176098602,7.762525893841083,45.33638675675082,5.4030396268730545,15.459535328467815,20.408977924266075,389.4444020644292,14.177644352125485,55.312013804829235,10.205199392812997,49.78537323075006,27.45937685481473,8.987367174986929,34.66534647238607,75.74795812379968,6.860153998303778,1231.2572142903655,20.04814070181846,45.399623610982516,7.4665597575589615,0.0
37,Plup,85.63721711943082,1206.5171641664265,16.051490120483447,95.47214519008668,50.00146653638697,6.211799027391408,11.869173781935885,22.110605602846817,381.3510777708682,8.740859440970533,37.295703846289186,15.589471362995678,63.3396587484173,14.702747434693034,19.554185721296854,14.214221306932007,49.0283027813233,5.921948756591369,1475.3237811930117,25.118295672875533,49.81131576755169,9.298976643245595,0.0
38,HugS,70.5724729566908,1540.892909268834,12.534918319677594,-6.351425383070664,50.5222140674019,0.08800294410197051,5.002226815960791,26.484393026858026,205.18148535038267,19.475957188410327,52.606280479288216,20.28305721283442,73.43169054666784,15.760986598672906,10.506790112643646,20.75078783451198,87.84604735230477,5.713121652292573,1589.5982394819916,13.031058304857199,47.17526840138335,7.797225663348055,0.0
39,Lucky,60.388465935342964,1427.0855377847915,15.76473526989913,78.99217200962637,57.050009755077205,7.44387425626757,9.52515187287801,11.890273796363225,374.5747079266778,13.94165933868771,60.15425498320248,12.74526364147923,80.26920669047496,7.6627647372628775,17.37760125285316,2.7793841980336955,96.6099439654104,7.821834452645232,1548.0740790516074,25.02020567530102,51.26966227084889,7.385810654225127,0.0
40,Ice,82.56810482406667,1430.712476338405,14.713349685575324,38.49165200354114,57.00935346667475,6.170171414142097,30.471402974157726,10.834468108063312,489.38046994733713,4.046334369975238,42.8201695909807,18.18498274687912,58.47032427603813,17.608385563451936,22.638287159827893,31.37045615875096,37.63015305942794,6.348326856176496,1410.7860391460567,23.127950541163845,44.94708047362246,3.698771589958533,0.0
41,Mang0,53.962848132618596,1382.0127237431195,12.38123319793231,80.18442322130342,46.174767483843866,3.4581021836690837,1.5546650231668657,22.92549667337869,467.1204893350006,11.02922096398763,41.084315594335706,3.936979787589153,84.33786520864008,14.372157432975508,14.193859216540673,24.211974661457567,83.07059740309042,9.295775765127289,1703.5758087656993,13.27929790032842,38.95002941222475,4.098797465856838,0.0
42,S2J,53.02833372277061,1214.6459625806312,12.523483553549942,103.98436173435972,51.84921900535559,2.192327647364374,33.90466770208455,21.362998991944526,334.4848012357023,6.820657051437458,44.22813966004528,8.529528223367054,78.2596833308079,28.454171933460977,10.890311840775734,38.71674434632889,93.98106547305433,8.014397909489158,1270.195541071827,17.8149879836167,49.86720241028678,6.5635592952771535,0.0
43,SFAT,104.5400339921286,1219.8845397986715,13.519947977139253,55.476825709982435,56.18452263526259,2.0114749765602147,-0.3740457250751499,24.489401928077775,557.5691288094604,4.499368752409258,83.64640078375956,12.47399157576311,75.2841355777775,5.179990972762825,21.696036389356763,22.92321025227112,66.69882605198035,10.07913067340473,1082.1867924793319,14.417899866364724,49.65207923760647,7.719744057869798,0.0
44,Infinite Numbers,56.483375923887365,1327.9164502970398,11.579868020887112,99.80800526197615,57.65487802309435,2.8511299964378365,17.875739892600482,21.240798978916338,317.7088786159468,15.792123947877696,58.136498936164706,12.558968609239539,75.54821082461254,28.125669821110716,27.451930082698883,16.339743833499625,93.87844547208664,8.92981023583382,1219.7353210201823,13.605623648438028,50.79936599408051,5.883960719133611,0.0
45,Plup,124.60618128780405,735.1625485764059,15.508641007466759,8.319318926965135,47.18230018646503,9.21810232679575,17.589151220500543,29.235691598178796,293.1784745363677,7.72735392569666,44.69002114216697,14.41704477028015,68.3064861179722,12.321043961886772,26.413830550639698,32.90465793523599,31.124373094011176,12.204855600475357,1050.9713533263462,22.490253440222872,48.054761406687625,7.107862968141719,0.0
46,ChuDat,44.41318258195116,895.4047588067841,16.54184374764428,34.98748776607805,60.26299308498079,-0.6221286833015018,18.475333528330783,12.908365242490996,342.7523138699541,6.764044014252165,40.50916604450745,17.44029637107493,62.24505214103974,19.36447934559464,10.782916209445862,37.939228487121746,86.64256442915907,13.21728666259267,1274.6539346479644,22.385959992903388,49.094958152204235,7.114468922074925,0.0
47,HugS,88.68329696368528,1253.8589994015806,12.26325867487899,43.63222623707195,44.118612171738484,2.5002474125894216,23.885029313052428,28.941510315818817,275.355434745316,17.895976208396227,59.8005376857119,22.368412922593365,68.62653001721922,21.884052360056003,17.577799310104865,18.10895316590709,62.42346576490214,12.83425681293294,1370.9184627231543,19.584823037381117,45.32496753940494,6.046014513015634,0.0
48,S2J,104.30492257023619,1839.1943894818562,16.723894164611444,43.563784850773786,49.03113899529834,5.713081017819027,35.97254390409468,25.538031309278498,537.0870533688592,11.647670636767124,51.25272062666731,7.794683006932409,61.391977128143445,16.79090290890942,9.91823819390041,15.921241276912397,34.5804408943759,11.749855453619377,1839.40953818635,16.971041259108254,46.80868921846616,5.4739599378475186,0.0
49,ChuDat,45.175378363830106,614.5442947369897,11.343711000150131,36.40518217055642,55.599537544246346,3.0009373667091452,37.18792783958238,20.34520284069462,251.29195652310517,4.831144664287654,41.4071568035395,21.610262917739526,86.74426226406526,21.532716528719256,8.801882468553114,24.134107507877584,68.3472277772872,12.014492676535244,1034.3421856120644,21.039092442189975,43.10303307372256,5.405751683888568,0.0
50,SFAT,88.82068079267987,1108.1670713938654,17.06260273052279,1.4244079118700697,52.0448953840684,9.38316197100438,19.742448546403402,21.663177352279625,301.25913052859084,11.784036215374243,48.120944690417176,8.488052828636768,73.3312505610827,15.529220640386526,14.483542189972226,44.78662424797244,33.88387818616481,9.939710778375662,1881.6364033358823,17.522403519339896,49.91527368763307,9.173001515843168,0.0
51,S2J,88.09227093850407,1193.2464815560936,14.550138474106822,-2.115928640387594,59.17252199191726,5.071469703175478,4.452128649937352,23.315786273875283,338.26439667780784,9.540058224340223,50.764583289348,2.429330468093787,88.63386687636185,17.538350765386692,17.436952835887247,20.483157469880297,36.56920862253861,11.098937399253698,684.9320267079595,12.510392480474223,50.27702599785529,8.013934312267928,0.0
52,Lucky,116.08608724470032,1028.041104915193,12.97739386641528,94.38980508331116,48.57756086725472,6.099968266323315,6.944492210021483,29.876613223546503,278.2726233093972,17.463766155189095,26.220109001617924,10.181497918284606,62.50055838454804,32.47568861333235,15.374232736269152,10.034381616426325,84.3237226999116,10.774960504348773,1600.6263125638816,18.407212413100517,52.288011667928394,6.670404456106789,0.0
53,Infinite Numbers,108.16013919678224,1821.0143944122274,9.70558485135991,56.06449626349149,54.59887615778422,9.689330986384327,21.10020553913088,27.697250409521565,480.32187703648026,4.717526043750149,32.09158298929982,16.716930012205324,78.81824285485885,29.873618622422995,25.725073936631436,26.55455026164488,73.36286799322849,4.967857007075903,1228.8369967362642,22.088504738616457,47.17254559647158,7.431445701486645,0.0
54,S2J,117.76021142656178,1864.1831310671423,16.67847840965858,44.92575327615637,45.28271645525151,7.278705905900466,24.94557842696877,33.45578493499099,269.00497821727623,4.4434054986171985,25.60454975996405,1.3447754643198195,57.42891604433555,17.134906810246296,24.316655353026523,28.607923357134574,45.77406405711908,7.983765488713209,1216.6595742452168,21.928722015342224,47.70259458084128,5.480166200045268,0.0
55,Infinite Numbers,118.8494588002475,1668.9078135865466,13.529347572973236,101.35687690372019,57.314756301044454,7.149499906087465,13.663537777219805,13.957740925591049,255.1456709271793,15.687838368423488,50.26369617980445,11.206914246754039,75.0098680705558,8.297711728117045,9.7900363092443,26.159840245311273,59.617773235120865,11.601352966183093,1469.3452561714275,14.083619364736858,45.53606201661751,7.256473318434359,0.0
56,S2J,76.68171431903063,1497.8087868553848,13.024127499540949,97.37581901758006,56.898302340880896,6.760909088112646,4.180304769509345,15.189376036782399,453.0350644637699,12.860566100057213,51.27277252833913,14.19702102248887,42.52859577383716,21.194680089390367,14.218809094338116,16.497577655525408,89.9123378840441,9.600142695096345,1450.1803270181258,17.14392082723853,47.58477560064294,6.264127626869328,0.0
57,Lucky,90.92947562802222,1849.6263953677258,11.802479630250769,54.37335434788149,54.70058107978211,4.080206492714205,27.561717827863013,15.389225682352167,380.97003819230724,6.284685745788038,57.166824519604035,14.88782634521901,58.236959255878205,17.564398948434224,22.057308957571887,30.6620126535488,84.92871109065669,13.90184128751063,1198.2468131783332,18.79223194504342,46.29751867061783,7.120049700638383,0.0
58,Plup,115.18360872231769,1375.3182215438685,11.482033135865938,72.82770897341449,52.39111466337257,3.413039856869248,25.679425897441163,27.471572710507274,382.0468400346108,3.7182793831231837,45.784875844189095,4.279411220052588,77.95638278686123,19.54563726216366,21.68835570035621,28.181667304614557,38.90069200801753,12.370679017834853,1568.2330942577298,22.785428945373305,52.49844768918265,7.18390034415933,0.0
59,PewPewU,111.54233260859426,980.2686363028009,16.35969216766409,53.79073823376301,55.675865721897424,6.143203386400734,29.745576429009752,32.43008458489384,148.1806549968794,18.34319715410316,36.80755803420642,8.94549653600241,61.01751238679171,7.574281584635171,16.827219865798305,18.78034363398399,59.09702569591767,12.40776723651803,598.8860668745666,19.659833936784377,47.01113386899618,6.064558431557089,0.0
60,PewPewU,114.44648364055833,982.96457605629,16.379977580551333,66.68398769444165,45.5810038826116,7.027172982091173,5.722996720814512,19.724015522324116,213.1774771417863,10.822531921554367,72.23343610176711,9.728564156185563,53.321930397581895,11.776208898019618,15.5874040240214,21.880627123329965,51.02086731594008,10.278756271076006,907.5026754706606,21.861260691614046,46.026874489739434,8.231176464803296,0.0
61,HugS,103.93934894616024,1598.4333657922457,20.003031347729717,96.24702369068982,55.91789106563856,9.829330300601939,15.543289626804658,21.48379381326255,276.3444462215891,17.080920657723095,41.88537526717752,17.977464198255625,57.376942059746675,17.29362934547997,12.241547435575646,30.712149140073638,54.67338048935003,11.00290654381092,1374.2041409523545,20.634648466229564,48.75309920590412,4.8912146418364655,0.0
62,Plup,123.49704882063979,2070.470141489791,15.97593951435864,19.62514237277069,49.521817768291434,4.509624663746149,19.998874060090312,16.440916007064168,324.13030823297055,19.353948536762925,49.04026382771984,17.00233984725597,72.4330601099341,14.436393685572378,13.898165997644218,30.394338478921604,61.87976397150237,7.282609411846286,1209.731388244802,17.277645398088154,45.77552792863894,7.752884860590475,0.0
63,Leffen,120.55889633597286,987.0595529656222,16.43256913514886,29.331817550049898,46.48566419849964,8.438871650853148,1.9606768824086434,28.071964441373037,224.6996495100274,12.085209855991245,31.539529868518198,9.234809972414348,80.38939637546,12.62834396208447,15.63888361765687,23.806488169568105,80.92071260107124,12.435586211393684,1448.8758244633407,21.46153716007742,51.69188373362006,6.820438656958318,0.0
64,S2J,52.63497230805426,679.9661451198363,15.870391658932004,74.00417044480331,53.41618194219907,4.408409080597662,1.3625637511552284,17.3080289358487,270.8562186830763,12.168711116386039,71.58138716774818,14.695020240796744,73.94089771584757,18.904423023168274,20.617820169587052,23.047851212394697,82.62276892423567,7.787801121749368,1955.3586965444847,25.550140898502793,47.97613538131117,9.011577507421459,0.0
65,Axe,89.26702760502732,445.40691305222026,19.652338210345306,63.89577410515513,52.5392168345349,8.424642949097976,19.36376873421535,15.455170899963903,466.1583527605919,15.367463658966788,25.078869332666024,2.646933441312849,62.47106395372551,15.555597091687815,14.76528808008176,24.7738977942373,96.15024565486858,11.575682109284628,1663.693075234704,17.959117822883,45.53049026780564,6.442119494163002,0.0
66,Plup,93.22355571635899,937.3615329987421,19.332240277351772,128.00006767202262,52.15505841629226,0.412740894473935,16.606863954985236,31.686863228820833,342.39745095804005,7.716153500663641,48.4312388892895,13.718655910087161,63.29810752381158,27.35997684288186,2.083115050958943,14.718297697779064,76.66180782857055,7.468153369200445,1481.2630258937875,20.672823872590236,49.80575034104351,7.04944869095714,0.0
67,PewPewU,76.42832860171944,657.2545971137945,18.079871361043878,75.50086290888058,60.71498559274056,7.3486644269150245,6.783251200208694,27.41557628878359,322.21662288220705,8.358405418581064,74.22079645085708,11.79212538173582,70.12913039781084,17.902084913691695,25.503396014967556,33.352300129756955,78.65912706924776,8.313192796640614,973.5365944753149,19.952698269689197,51.2904525932654,7.530736933645464,0.0
68,S2J,112.09160739245655,740.9978509691367,17.333364737484178,40.85268984887047,54.53643492441701,5.311497330372801,-0.9773254113991534,26.544942746136833,201.51116455152905,18.72159977766855,63.767087306375345,8.213897808026022,79.67343388920197,25.574098666366552,11.53458198386815,23.36608013897062,47.28065873193544,11.245397967965008,1303.4456024211972,17.159017030299832,48.62965557685862,7.229441730984074,0.0
69,ChuDat,86.48528049574614,548.8870622069135,13.628717041780122,70.4577172732848,44.90191330712136,6.227291194633,-0.6293914000319241,22.49902492512793,561.3942947408837,12.604744720849549,75.87104452235835,22.621207536603094,60.573400470546105,27.412198237084034,28.275430064124187,32.626446666751534,69.17095973598653,10.571299515148418,1176.3935137987678,19.41060870558499,45.706395848502964,6.406267182303123,0.0
70,Infinite Numbers,99.54288240370485,1547.834596383478,12.292418562893427,47.55355296641088,57.37653962662505,8.200036715293772,31.172180212319844,19.329696648034613,467.8641881736295,7.393657180088594,33.501551705262756,18.685962916475628,57.83734104206608,6.361916499884985,3.6070831623143453,24.21298075184196,102.87087699281743,7.840382721454897,1910.316446516334,22.406466312422552,48.08634825884923,6.33505181734767,0.0
71,PewPewU,84.68535921663207,1735.43194623463,12.856493838531748,90.70529824052548,49.660774421298754,1.7535915731802918,16.358423362509736,21.72614623315294,384.322905352349,10.113729382558212,51.47470308943014,22.414366437730333,66.07469215773413,18.989150837345488,8.325709778118268,35.5322188449088,45.297389711393336,9.75954911401321,2002.320162116082,19.417328577260008,49.20825514757243,8.268401668436884,0.0
72,Lucky,38.50606988040525,1658.8905106893606,16.18092133101792,56.777915469115314,44.052336756817716,6.959174706399705,21.861946656063783,22.52805547963295,185.7659075135639,18.761142558816985,62.60154432620361,15.332879144406858,66.45904986773361,19.546448134247303,5.448416604122567,36.38021571607811,55.03392383831409,7.94587748465178,1595.7390789476733,19.938845322017105,46.303851927902,4.261778780504507,0.0
73,Infinite Numbers,26.599000106693243,910.7008010311483,14.319590095680507,-11.17211690154381,51.46873119321036,-0.23319400093048825,15.996664314160242,23.43228447164394,292.09437823215103,15.014699169809006,41.82840165425041,9.57826789172936,85.03286240197873,26.47546058748693,23.19764747193816,23.33008964392395,64.15377706773357,6.850729547214959,1180.574166995196,19.732850149931846,54.25510627644934,6.081727859109661,0.0
74,Leffen,65.652307265484,634.8283812942592,17.393530359691514,22.69873425532618,50.80973779562251,7.332194539706512,2.3165834029594823,28.855611893310083,516.9346785510278,14.119804856743803,54.74107208567234,11.589674282079413,71.11134896020027,9.817920139523748,23.069205754134117,42.882748599197484,64.28677097609535,8.350903955734701,1350.274624515088,17.23716227807679,41.10966508990318,6.73443465112892,0.0
75,Leffen,93.57874667797304,1947.059305543252,10.973494417077333,13.020520084650599,58.56968716898637,4.12799245007639,32.05625378719994,26.897755965452824,200.47101516275202,15.662437886829645,52.38561844882771,18.60042277910516,59.063308529391605,28.231730533396764,0.16821127759955123,42.78780886511659,71.1087311955663,4.3720479064981665,509.5635112968631,18.727505831962866,42.069832287686246,6.260161317395994,0.0
76,Mang0,87.56257005296285,1001.6493787174857,15.59282737281779,-11.92659912979039,51.208637364098024,7.302084275470086,9.293353648762999,12.110570120919594,275.70058535753986,11.318925479582287,51.2340675729628,11.51816732458273,61.30662431794143,28.828844070631266,16.74526673717078,30.20688999416004,46.349418533218426,11.255773231212295,1079.5043571363835,14.65348653337869,47.491290797821684,6.490103865614875,0.0
